00000001,125,1440,271980
00000100,241,1601,562501
00000111,153,1293,310249
000001,252,5985,1692910
000010101,125,512,155980
00001101,211,1031,372301
00010000,210,1617,493600
00010011,177,1192,340924
000100,239,5684,1533676
00010110,227,1264,453368
00011001,171,1313,350083
00011100,194,1114,358466
00011111,205,1397,436765
000111,262,4923,1481816
0001,306,21399,6772204
001000101,168,773,253234
00100101,243,1518,546994
001010001,162,871,260092
001010100,128,731,187738
001010111,161,691,229511
0010101,191,2851,684701
001011101,153,756,228088
00110001,238,1397,506956
00110100,218,1271,436948
00110111,197,1479,435903
001101,290,5661,1854120
001110101,166,603,222008
00111101,164,1469,361366
01000000,177,1382,374554
01000011,177,1198,341986
010000,250,5231,1490980
01000110,195,1363,408865
01001001,190,1194,366290
01001100,205,1403,437995
01001111,189,1193,364177
010011,292,5295,1760030
0100,341,21031,7421231
01010010,299,1773,749127
01011000,179,1447,390413
01011011,217,1509,486593
010110,295,6331,2083725
01011110,207,1400,441640
01100001,215,1081,390095
01100100,206,1119,381624
01100111,207,1082,375814
011001,279,4676,1509004
011010101,135,816,209440
01101101,195,1436,423100
01110000,209,1309,426881
01110011,165,1280,332380
011100,274,5026,1577874
01110110,179,1313,366427
01111001,179,1073,323467
01111100,188,1089,342702
01111111,167,1547,380989
011111,261,5275,1568035
0111,319,20738,6849022
01,331,87815,29309125
100000101,111,660,155020
10000101,193,1484,428032
100010001,166,769,249564
100010100,125,613,168605
100010111,172,680,243250
1000101,231,2921,844111
100011101,177,692,252424
10010001,187,1531,423537
10010100,178,1468,391974
10010111,168,1715,411490
100101,240,6154,1652890
100110101,177,759,264283
10011101,174,1643,413632
101000001,58,465,70040
101000100,224,540,285210
101000111,203,503,251029
1010001,298,2074,836322
101001101,130,315,136580
101010000,203,691,289193
101010011,119,460,142340
1010100,260,2159,751870
101010110,132,537,167974
101011001,149,462,178338
101011100,165,526,207970
101011111,94,683,133552
1010111,159,2347,489973
10101,200,8676,1881930
101100101,74,787,112988
10110101,217,1567,499179
101110001,150,750,222730
101110100,154,1334,318586
101110111,154,1274,309346
1011101,185,5217,1100925
101111101,166,1299,337544
11000001,208,1691,504298
11000100,204,1452,445858
11000111,228,1546,519658
110001,299,6250,2087750
110010101,218,931,362828
11001101,239,1673,575047
11010000,220,1228,431490
11010011,247,1322,507574
110100,325,5283,1954955
11010110,264,1569,607666
11011001,231,1369,485599
11011100,195,1251,387025
11011111,229,1319,469951
110111,284,4776,1564434
1101,357,21822,8051794
111000101,264,1316,540874
11100101,278,1252,551726
111010001,216,1098,395578
111010100,171,1009,298099
111010111,197,1155,372075
1110101,265,4588,1410000
111011101,231,1027,406597
11110001,171,2655,579565
11110100,166,2755,579240
11110111,219,2525,713575
111101,213,10287,2347351
111110101,162,973,276616
11111101,195,2495,629605
00000000,12,1220,24130
000000101,142,662,198394
00000011,187,1354,390438
000000,128,5436,789978
00000110,192,1566,441562
000010001,157,741,231677
00001001,166,1291,336216
000010100,113,492,138816
000010111,199,628,270972
0000101,165,2175,480055
00001100,150,1067,270280
000011101,220,585,290030
00001111,150,1082,272530
000011,245,4287,1229895
0000,208,20620,4441530
00010010,169,1230,331970
00011000,207,1167,393409
000110101,124,633,169742
00011011,175,1437,379955
000110,247,5261,1480507
00011110,159,1402,339718
001000001,152,464,182218
00100001,263,1136,491488
001000100,176,593,233578
001000111,189,859,301051
0010001,246,3129,950044
00100100,247,1275,495965
001001101,182,823,283376
00100111,200,1268,400330
001001,313,5630,1991410
001010000,174,727,254248
001010011,179,859,285161
0010100,235,3294,946370
001010110,146,654,202794
001011001,164,706,236234
00101101,219,1334,452746
001011100,152,620,205930
001011111,168,789,255922
0010111,238,2813,843964
00101,280,11818,3514170
00110000,246,1268,492238
001100101,139,538,176982
00110011,192,1362,402394
001100,304,5127,1781258
00110110,189,1550,431650
001110001,138,575,180820
00111001,176,1463,386698
001110100,180,649,248950
001110111,173,776,261268
0011101,255,2774,894250
00111100,162,1433,351136
001111101,161,813,249153
00111111,151,1483,334893
001111,245,6002,1650070
0011,345,22140,7890880
00,298,86835,26095100
01000010,165,1125,306805
01001000,190,1179,363440
010010101,174,709,251116
01001011,180,1105,331030
010010,274,4679,1482796
01001110,214,1319,439216
01011010,220,1402,469770
01100000,187,1207,362949
011000101,158,455,187960
01100011,231,1178,441478
011000,308,4586,1638058
01100110,207,1188,397756
011010001,131,756,195396
01101001,182,1392,386934
011010100,126,770,189730
011010111,131,784,199064
0110101,185,3082,705950
01101100,192,1350,400090
011011101,162,812,250534
01101111,177,1511,397387
011011,274,5824,1796526
0110,351,20968,7616728
01110010,181,1185,347345
01111000,202,1187,387964
011110101,161,672,226452
01111011,209,1289,422701
011110,293,4886,1646218
01111110,228,1265,455590
100000001,119,641,163879
10000001,197,1370,414430
100000100,155,712,224240
100000111,177,717,256849
1000001,229,2783,805207
10000100,203,1359,424797
100001101,178,831,278588
10000111,215,1422,463410
100001,284,5817,1860078
100010000,173,708,249504
100010011,176,661,245546
1000100,236,2852,846082
100010110,197,865,314945
100011001,185,708,266760
10001101,222,1597,517324
100011100,170,645,234480
100011111,189,847,298783
1000111,254,2933,931132
10001,242,11791,3030812
10010000,187,1368,393056
100100101,167,707,240709
10010011,183,1472,403696
100100,267,5731,1725817
10010110,169,1547,385543
100110001,181,647,249967
10011001,211,1275,423785
100110100,183,749,271387
100110111,192,796,293722
1001101,264,2876,952714
10011100,191,1396,406796
100111101,187,793,285531
10011111,201,1661,481321
100111,271,6110,1854370
1001,340,23586,8268170
101000000,34,846,54314
101000011,185,567,240675
1010000,99,2615,331885
101000110,167,464,200128
101001001,117,1184,224668
10100101,139,1770,348230
101001100,219,521,274699
101001111,69,954,116926
1010011,175,2680,597480
10100,115,11424,1398440
101010010,143,570,186630
101011000,175,483,213005
101011011,146,499,180164
1010110,171,1954,459694
101011110,110,523,138560
101100001,150,734,220330
10110001,220,1366,461850
101100100,184,677,259618
101100111,167,879,269433
1011001,159,3115,612085
10110100,204,1585,472990
101101101,184,809,283906
10110111,209,1708,510272
101101,283,6533,2056159
101110000,214,703,307392
101110011,84,988,145042
1011100,35,3433,146435
101110110,224,1277,450298
101111001,215,1253,427075
10111101,196,2513,636358
101111100,146,1297,296672
101111111,246,1287,496912
1011111,234,5178,1383202
10111,159,18751,3098209
101,126,51305,6557140
11000000,186,1528,420718
110000101,170,844,268310
11000011,233,1653,555969
110000,286,6580,2091390
11000110,221,1671,531351
110010001,166,621,224996
11001001,247,1585,572535
110010100,189,966,321274
110010111,188,863,300214
1100101,283,3510,1200650
11001100,230,1494,512250
110011101,178,963,302084
11001111,250,1609,585480
110011,329,6569,2402101
1100,384,25847,10206298
11010010,235,1454,513970
11011000,249,1424,537076
110110101,192,937,320794
11011011,224,1451,489274
110110,330,5932,2199190
11011110,184,912,302858
111000001,252,999,436438
11100001,284,1840,730610
111000100,221,1315,452675
111000111,187,1296,379592
1110001,247,4843,1377261
11100100,263,1633,622199
111001101,213,1336,440788
11100111,205,2364,635000
111001,301,7396,2446656
111010000,41,1100,75760
111010011,197,1144,369908
1110100,116,4762,637802
111010110,217,1180,415200
111011001,248,1190,476890
11101101,245,2583,812415
111011100,196,1137,366662
111011111,261,1033,460873
1110111,248,4290,1245690
11101,207,18855,4054825
11110000,199,2606,664594
111100101,170,1086,309450
11110011,228,2454,726682
111100,256,10179,2793434
11110110,235,2540,769180
111110001,204,1082,370378
11111001,245,2223,724215
111110100,250,990,430730
111110111,194,1014,339066
1111101,284,4114,1376426
11111100,235,2291,710665
111111101,149,1059,267291
11111111,255,2227,754765
111111,223,9277,2232291
1111,170,38144,6609310
11,279,120588,33848452
000000000,46,639,63704
000000011,109,733,160197
0000000,78,2660,265150
000000110,166,631,226656
000001001,195,806,300250
000001100,187,732,274124
000001111,105,634,143950
0000011,204,2859,732886
00000,187,11421,2272967
000010010,163,657,226811
00001010,154,1004,267766
000011000,117,598,156106
000011011,189,473,228097
0000110,206,2098,583298
000011110,132,519,165598
000100001,206,816,319206
000100100,123,656,171208
000100111,138,599,184132
0001001,202,2422,637434
000101101,184,661,256674
000110000,152,573,198786
000110011,129,687,183523
0001100,227,2480,729400
000110110,110,696,157590
000111001,153,537,194581
000111100,119,664,166616
000111111,164,779,248206
0001111,222,2799,784168
00011,300,10184,3274930
000,256,42019,10944474
001000010,182,439,213488
00100010,202,1366,424122
001001000,191,595,253805
001001011,179,856,284624
0010010,288,2793,1015354
001001110,161,624,218724
00101000,202,1598,470986
00101011,196,1345,407430
001010,250,6145,1719480
001011010,149,577,195473
00101110,190,1376,400870
001100000,203,610,272750
001100011,154,603,206012
0011000,291,2665,988675
001100110,158,642,217506
001101001,158,694,225722
001101100,152,709,219458
001101111,150,764,224830
0011011,230,3029,865300
00110,327,10788,3767116
001110010,140,594,186090
00111010,222,1252,440734
001111000,138,720,200830
001111011,127,674,179038
0011110,197,2902,716234
001111110,120,646,165850
010000001,169,758,252202
010000100,114,527,144028
010000111,138,572,180406
0100001,221,2323,675443
010001101,208,717,301706
010010000,137,514,171158
010010011,154,659,214636
0100100,234,2373,726832
010010110,121,520,151980
010011001,160,646,220890
010011100,165,625,224305
010011111,147,566,191242
0100111,249,2512,807988
01001,327,9974,3500938
010100101,241,795,368255
010110001,191,697,273287
010110100,161,741,237561
010110111,149,640,204860
0101101,267,2911,972877
010111101,152,758,226906
011000000,127,618,171926
011000011,160,568,208410
0110000,247,2288,746176
011000110,191,595,253805
011001001,159,654,220786
011001100,151,580,198540
011001111,151,585,199295
0110011,248,2270,744730
01100,329,9262,3288098
011010010,153,637,209881
01101010,161,1586,373606
011011000,151,663,211073
011011011,155,809,239275
0110110,228,2786,802378
011011110,136,830,212890
011100001,163,671,229093
011100100,151,613,203523
011100111,145,732,212720
0111001,210,2465,671680
011101101,134,720,195030
011110000,145,654,201410
011110011,144,565,187210
0111100,229,2260,685440
011110110,145,579,190535
011111001,151,608,202768
011111100,145,558,187490
011111111,135,864,215920
0111111,217,2812,769344
01111,296,10161,3224466
011,347,41706,14726022
100000010,159,727,232393
10000010,168,1372,353866
100001000,158,614,213082
100001011,169,738,248822
1000010,234,2843,836812
100001110,155,678,218970
10001000,208,1477,459786
10001011,227,1545,517155
100010,259,5773,1685007
100011010,175,729,256055
10001110,216,1337,447202
100100000,156,698,223498
100100011,147,811,227257
1001000,222,2899,806368
100100110,150,740,221230
100101001,142,761,212452
100101100,134,758,200122
100101111,150,910,246730
1001011,199,3262,795138
10010,283,11885,3570775
100110010,168,688,238954
10011010,224,1508,502042
100111000,147,700,210940
100111011,149,836,234064
1001110,211,3039,795989
100111110,165,894,268690
10100000,53,1311,108903
10100011,270,967,458920
101000,171,4689,927379
101001010,190,1046,338170
10100110,254,836,398494
10101001,187,1030,329850
10101100,210,945,352480
10101111,119,1206,231114
101011,192,4301,966682
1010,143,20100,2979420
101100010,174,601,232324
10110010,117,1464,257428
101101000,177,756,263752
101101011,174,934,290266
1011010,244,3152,947938
101101110,181,744,267524
10111000,177,1453,387121
10111011,241,2551,791451
101110,105,8650,985630
101111010,210,1323,431860
10111110,187,2596,622692
110000000,133,781,201693
110000011,169,890,274510
1100000,221,3219,873459
110000110,160,796,244890
110001001,187,758,278986
110001100,137,741,202257
110001111,168,791,256258
1100011,261,3217,1030897
11000,322,12830,4367050
110010010,175,724,255180
11001010,251,1897,660107
110011000,174,683,246592
110011011,189,883,305587
1100110,270,3167,1052920
110011110,207,836,324892
110100001,194,653,269032
110100100,186,628,253318
110100111,163,627,221921
1101001,284,2776,996434
110101101,198,816,306838
110110000,174,750,258250
110110011,164,606,219834
1101100,289,2793,1018877
110110110,165,664,230740
110111001,139,637,190743
110111100,135,463,161785
110111111,180,632,245890
1101111,261,2231,773551
11011,331,10708,3786708
110,369,47669,17859961
111000010,213,776,321508
11100010,293,2631,985503
111001000,177,647,244459
111001011,229,676,322704
1110010,321,2885,1161145
111001110,200,910,328730
11101000,71,2198,208618
11101011,253,2335,776175
111010,173,9350,1744570
111011010,166,1437,360452
11101110,225,2164,651880
111100000,140,1159,265190
111100011,213,1392,452716
1111000,209,5261,1252849
111100110,219,1315,448585
111101001,163,1447,355581
111101100,202,1265,403720
111101111,190,1147,357360
1111011,248,5065,1437890
11110,228,20466,4833418
111110010,187,1194,360518
11111010,256,1963,690138
111111000,182,1076,329422
111111011,177,1289,358093
1111110,218,4786,1203218
111111110,220,1083,399590
000000010,175,707,252205
000001000,202,795,308780
000001011,132,786,200842
0000010,250,3126,964730
000001110,130,659,181300
000011010,134,558,173322
000100000,158,801,242628
000100011,217,895,353355
0001000,266,3262,1062602
000100110,129,593,171397
000101001,160,742,236250
000101100,157,603,210011
000101111,153,548,196264
0001011,275,2565,906855
00010,276,11215,3297550
000110010,125,626,170230
000111000,161,577,211157
000111011,119,468,143292
0001110,203,2124,580092
000111110,132,618,178666
001001010,203,662,283306
00101010,161,1506,360726
001100010,206,794,314674
001101000,180,577,235990
001101011,162,693,231256
0011010,261,2632,878212
001101110,170,715,246380
001111010,141,795,215755
010000000,120,624,163210
010000011,166,841,261516
0100000,214,2908,779262
010000110,132,626,179722
010001001,133,699,190787
010001100,127,646,175482
010001111,170,801,261000
0100011,214,2748,745022
01000,298,11057,3513256
010010010,134,535,170240
010011000,162,757,241624
010011011,168,702,241306
0100110,258,2783,907084
010011110,136,627,185282
010100001,200,886,323930
010100100,234,978,400402
010100111,137,857,218149
0101001,231,3457,967927
010101101,128,737,188506
010110000,117,750,173890
010110011,168,1003,291874
0101100,238,3420,988430
010110110,180,869,288550
010111001,176,838,276698
010111100,173,642,238086
010111111,126,663,176248
0101111,226,2840,807550
01011,273,12297,3557101
010,284,46109,13303006
011000010,147,513,183451
011001000,136,465,163250
011001011,164,639,225246
0110010,219,2406,687514
011001110,147,497,181099
011011010,141,627,192067
011100000,158,638,216874
011100011,158,623,214504
0111000,248,2561,816898
011100110,103,548,132364
011101001,147,708,212116
011101100,139,593,184627
011101111,114,741,168424
0111011,204,2867,734518
01110,274,10577,3098848
011110010,123,508,153004
011111000,140,481,170270
011111011,166,702,238442
0111110,234,2463,747892
011111110,152,683,215506
100001010,154,746,228034
10001010,191,1376,402976
100100010,155,720,225480
100101000,144,707,207658
100101011,130,676,183510
1001010,196,2892,710642
100101110,145,805,223305
100111010,142,807,218984
10100010,257,1107,472839
10101000,241,1129,448749
10101011,191,1095,349305
101010,281,4375,1435235
10101110,216,1141,404866
101101010,176,633,240618
10111010,169,2666,574654
110000010,147,801,225787
110001000,129,694,184426
110001011,188,885,304350
1100010,233,3033,877509
110001110,184,755,273970
110011010,178,790,271290
110100000,131,575,171685
110100011,201,717,291577
1101000,256,2507,829402
110100110,206,695,294280
110101001,159,557,205363
110101100,198,753,294364
110101111,179,788,272452
1101011,266,3209,1048504
11010,308,11114,3648682
110110010,192,763,287386
110111000,145,614,195610
110111011,156,578,204778
1101110,228,2545,747430
110111110,183,687,260041
111001010,184,576,241034
11101010,239,2253,713667
111100010,119,1263,237897
111101000,115,1308,235100
111101011,144,1392,306298
1111010,143,5222,851866
111101110,165,1378,348550
111111010,176,1206,341466
,232,393180,91387850
000001010,193,739,284247
000100010,201,750,298210
000101000,196,761,292966
000101011,166,770,249730
0001010,230,2966,850810
000101110,190,753,282500
000111010,127,542,162274
001101010,169,668,236992
010000010,106,685,150720
010001000,164,736,241154
010001011,164,893,266902
0100010,236,3078,899418
010001110,112,584,147898
010011010,182,678,256986
010100000,257,1024,451508
010100011,166,935,277120
0101000,247,3624,1076168
010100110,172,827,268534
010101001,132,597,175894
01010101,179,1553,409387
010101100,139,734,204226
010101111,182,724,265358
0101011,166,2808,588038
01010,147,12781,1986847
010110010,182,970,310130
010111000,141,818,218998
010111011,156,581,205246
0101110,209,3126,806634
010111110,160,777,241850
011001010,98,648,135774
011100010,149,629,203221
011101000,119,562,154478
011101011,149,715,216035
0111010,218,2684,744982
011101110,166,813,256868
011111010,144,672,202618
100101010,133,748,197304
10101010,176,1121,326506
110001010,132,696,188962
110100010,135,562,175150
110101000,132,596,175762
110101011,122,701,175312
1101010,206,2622,691242
110101110,187,852,296564
110111010,170,716,246550
111101010,69,1075,125275
1,179,218530,39248270
000101010,156,693,222718
00010101,194,1463,426172
010001010,178,750,264170
01000101,218,1643,518044
010100010,217,779,328183
01010001,199,1714,487086
010101000,152,742,224474
01010100,187,1339,387633
010101011,147,689,209323
0101010,165,2892,598360
010101110,142,613,191436
01010111,207,1337,428599
010101,186,5700,1196710
010111010,143,889,232247
01011101,182,1470,401130
011101010,153,699,219367
01110101,191,1414,410234
0,272,174650,47704090
101010101,100,583,132030
110101010,183,768,274864
11010101,179,1469,394351
00000101,197,1525,444965
00010001,262,1645,622980
00010100,218,1503,487524
00010111,229,1301,465829
000101,269,5531,1684939
00011101,144,1010,251290
001010101,140,775,211430
00110101,219,1361,458659
01000001,166,1526,375226
01000100,177,1435,383935
01000111,165,1385,349705
010001,258,5826,1692178
01001101,221,1380,467040
01010000,284,1910,750490
01010011,189,1684,456976
010100,267,7081,2086267
010101010,155,864,247800
01010110,160,1471,352890
01011001,224,1973,606202
01011100,201,1656,480316
01011111,174,1440,378310
010111,250,5966,1674730
0101,221,25078,5704298
01100101,157,1287,317399
01110001,198,1252,393166
01110100,168,1270,336730
01110111,162,1554,370738
011101,248,5551,1558418
01111101,192,1374,404698
100010101,181,763,270963
10010101,158,1424,341062
101000101,141,567,183607
101010001,136,438,159578
101010100,201,538,255598
101010111,162,558,209386
1010101,214,2216,631174
101011101,161,615,217275
101110101,128,1332,264666
11000101,207,1581,479107
11010001,223,1279,448737
11010100,189,1153,356617
11010111,228,1640,541090
110101,281,5831,1844371
11011101,210,1294,425770
111010101,225,1244,444880
11110101,116,2467,371582
