,lon,-90.7964
011010110,lat,42.95
0110101100,lon,-94.2203
0110101101,lon,-94.2167
011010111,lat,42.8125
0110101110,lon,-92.2575
0110101111,lon,-91.8158
011011,lon,-94.9167
0110110,lat,44.5178
01101100,lon,-97.1853
011011000,lat,43.9708
0110110000,lon,-98.7131
0110110001,lon,-98.5706
011011001,lat,44.0
0110110010,lon,-95.8833
0110110011,lon,-96.5319
01101101,lon,-97.0625
011011010,lat,45.1539
0110110100,lon,-98.5333
0110110101,lon,-98.4142
011011011,lat,45.2203
0110110110,lon,-96.1661
0110110111,lon,-96.5042
0110111,lat,44.6981
01101110,lon,-92.9133
011011100,lat,44.0
0110111000,lon,-94.0
0110111001,lon,-93.9025
011011101,lat,43.9042
0110111010,lon,-91.5028
0110111011,lon,-91.6719
01101111,lon,-93.03
011011110,lat,45.0
0110111100,lon,-93.6275
0110111101,lon,-94.0
011011111,lat,45.2236
0110111110,lon,-91.9167
0110111111,lon,-92.4667
0111,lon,-102.83
01110,lat,49.2
011100,lon,-108.3133
0111000,lat,47.2972
01110000,lon,-110.55
011100000,lat,46.5833
0111000000,lon,-111.4833
0111000001,lon,-111.71
011100001,lat,46.5333
0111000010,lon,-109.8311
0111000011,lon,-109.5
01110001,lon,-110.3022
011100010,lat,48.2833
0111000100,lon,-111.3822
0111000101,lon,-111.2167
011100011,lat,48.3042
0111000110,lon,-109.4333
0111000111,lon,-109.6667
0111001,lat,47.4819
01110010,lon,-105.3022
011100100,lat,46.5833
0111001000,lon,-107.1375
0111001001,lon,-106.7667
011100101,lat,46.6833
0111001010,lon,-104.5461
0111001011,lon,-104.3089
01110011,lon,-105.3686
011100110,lat,48.3478
0111001100,lon,-106.7
0111001101,lon,-106.8833
011100111,lat,48.2833
0111001110,lon,-104.0
0111001111,lon,-104.25
011101,lon,-107.4
0111010,lat,52.07
01110100,lon,-109.517
011101000,lat,50.58
0111010000,lon,-111.15
0111010001,lon,-110.75
011101001,lat,50.33
0111010010,lon,-108.42
0111010011,lon,-108.23
01110101,lon,-110.33
011101010,lat,53.52
0111010100,lon,-111.65
0111010101,lon,-111.25
011101011,lat,53.3
0111010110,lon,-108.95
0111010111,lon,-109.15
0111011,lat,51.25
01110110,lon,-104.67
011101100,lat,50.43
0111011000,lon,-106.18
0111011001,lon,-106.55
011101101,lat,50.43
0111011010,lon,-103.92
0111011011,lon,-103.9
01110111,lon,-105.15
011101110,lat,52.15
0111011100,lon,-106.58
0111011101,lon,-106.02
011101111,lat,52.65
0111011110,lon,-104.23
0111011111,lon,-104.33
01111,lat,48.2725
011110,lon,-97.1919
0111100,lat,46.9075
01111000,lon,-100.2875
011110000,lat,46.3931
0111100000,lon,-102.0833
0111100001,lon,-101.65
011110001,lat,46.3833
0111100010,lon,-98.7661
0111100011,lon,-99.1383
01111001,lon,-100.0
011110010,lat,47.5214
0111100100,lon,-101.1461
0111100101,lon,-101.2922
011110011,lat,47.4494
0111100110,lon,-98.0833
0111100111,lon,-98.8681
0111101,lat,46.8833
01111010,lon,-93.5014
011110100,lat,46.3197
0111101000,lon,-95.8333
0111101001,lon,-95.38
011110101,lat,46.4203
0111101010,lon,-92.25
0111101011,lon,-92.2097
01111011,lon,-94.5175
011110110,lat,47.5369
0111101100,lon,-96.5161
0111101101,lon,-96.6028
011110111,lat,47.3919
0111101110,lon,-93.4975
0111101111,lon,-92.6
011111,lon,-98.7
0111110,lat,49.93
01111100,lon,-100.4
011111000,lat,48.8217
0111110000,lon,-102.0975
0111110001,lon,-101.45
011111001,lat,49.18
0111110010,lon,-99.8069
0111110011,lon,-99.633
01111101,lon,-101.27
011111010,lat,51.267
0111110100,lon,-102.27
0111110101,lon,-101.9
011111011,lat,50.92
0111110110,lon,-100.0
0111110111,lon,-100.57
0111111,lat,49.68
01111110,lon,-96.88
011111100,lat,49.0
0111111000,lon,-97.75
0111111001,lon,-98.08
011111101,lat,48.767
0111111010,lon,-93.97
0111111011,lon,-95.37
01111111,lon,-96.85
011111110,lat,50.617
0111111100,lon,-97.25
0111111101,lon,-97.833
011111111,lat,50.63
0111111110,lon,-95.53
0111111111,lon,-94.25
1,lat,40.7742
10,lon,-78.7914
100,lat,35.7178
1000,lon,-83.9167
10000,lat,32.8694
100000,lon,-87.8125
1000000,lat,30.8489
10000000,lon,-89.8
100000000,lat,30.0306
1000000000,lon,-90.1303
1000000001,lon,-90.4731
100000001,lat,30.3772
1000000010,lon,-89.35
1000000011,lon,-88.5903
10000001,lon,-89.4156
100000010,lat,31.8583
1000000100,lon,-90.3939
1000000101,lon,-90.2092
100000011,lat,31.9667
1000000110,lon,-88.8889
1000000111,lon,-88.71
1000001,lat,31.5333
10000010,lon,-85.6833
100000100,lat,30.7794
1000001000,lon,-87.1869
1000001001,lon,-87.0333
100000101,lat,30.6
1000001010,lon,-84.68
1000001011,lon,-84.7
10000011,lon,-85.8889
100000110,lat,32.3667
1000001100,lon,-86.6108
1000001101,lon,-87.0144
100000111,lat,32.0603
1000001110,lon,-85.0375
1000001111,lon,-85.1667
100001,lon,-87.15
1000010,lat,34.3061
10000100,lon,-89.0711
100001000,lat,33.5258
1000010000,lon,-90.0867
1000010001,lon,-90.0681
100001001,lat,33.7392
1000010010,lon,-88.3667
1000010011,lon,-88.7167
10000101,lon,-89.1597
100001010,lat,35.0264
1000010100,lon,-90.3683
1000010101,lon,-89.8036
100001011,lat,35.155
1000010110,lon,-88.3214
1000010111,lon,-88.5608
1000011,lat,34.3478
10000110,lon,-85.7789
100001100,lat,33.5333
1000011000,lon,-86.3431
1000011001,lon,-86.3333
100001101,lat,33.5972
1000011010,lon,-84.8178
1000011011,lon,-84.8486
10000111,lon,-85.8008
100001110,lat,35.1803
1000011100,lon,-86.7861
1000011101,lon,-86.9667
100001111,lat,34.9833
1000011110,lon,-84.9333
1000011111,lon,-84.8
10001,lat,32.7797
100010,lon,-81.717
1000100,lat,30.0678
10001000,lon,-82.3161
100010000,lat,27.9619
1000100000,lon,-82.5403
1000100001,lon,-82.7667
100010001,lat,28.0206
1000100010,lon,-81.8739
1000100011,lon,-82.1164
10001001,lon,-83.0758
100010010,lat,31.2644
1000100100,lon,-83.5736
1000100101,lon,-83.6
100010011,lat,31.2514
1000100110,lon,-82.4
1000100111,lon,-82.3878
1000101,lat,28.1011
10001010,lon,-80.6256
100010100,lat,26.6928
1000101000,lon,-81.1292
1000101001,lon,-81.2
100010101,lat,26.0933
1000101010,lon,-80.3164
1000101011,lon,-80.2269
10001011,lon,-81.3333
100010110,lat,30.2875
1000101100,lon,-81.5467
1000101101,lon,-81.5147
100010111,lat,29.1828
1000101110,lon,-81.2436
1000101111,lon,-80.9
100011,lon,-81.6967
1000110,lat,34.6531
10001100,lon,-82.8161
100011000,lat,33.9664
1000110000,lon,-83.3656
1000110001,lon,-83.4
100011001,lat,33.6631
1000110010,lon,-82.2372
1000110011,lon,-82.5833
10001101,lon,-82.7833
100011010,lat,35.0592
1000110100,lon,-83.2678
1000110101,lon,-83.3667
100011011,lat,35.2719
1000110110,lon,-82.3833
1000110111,lon,-82.4833
1000111,lat,34.3667
10001110,lon,-80.3667
100011100,lat,33.8089
1000111000,lon,-81.2422
1000111001,lon,-81.3181
100011101,lat,33.6833
1000111010,lon,-79.9333
1000111011,lon,-79.7556
10001111,lon,-80.2742
100011110,lat,34.9386
1000111100,lon,-81.1333
1000111101,lon,-80.9553
100011111,lat,34.9603
1000111110,lon,-79.6167
1000111111,lon,-79.4667
1001,lon,-84.2342
10010,lat,38.3769
100100,lon,-87.4667
1001000,lat,37.0956
10010000,lon,-89.1856
100100000,lat,36.4136
1001000000,lon,-89.9167
1001000001,lon,-89.9667
100100001,lat,36.3925
1001000010,lon,-88.7267
1001000011,lon,-88.3333
10010001,lon,-88.9883
100100010,lat,37.6167
1001000100,lon,-90.0106
1001000101,lon,-89.8308
100100011,lat,37.7408
1001000110,lon,-88.4894
1001000111,lon,-87.9481
1001001,lat,36.9833
10010010,lon,-86.1247
100100100,lat,36.2469
1001001000,lon,-86.9064
1001001001,lon,-86.8275
100100101,lat,36.15
1001001010,lon,-85.1344
1001001011,lon,-85.3364
10010011,lon,-85.7392
100100110,lat,37.7822
1001001100,lon,-86.4308
1001001101,lon,-86.5333
100100111,lat,37.7333
1001001110,lon,-84.7708
1001001111,lon,-85.3089
100101,lon,-87.0917
1001010,lat,39.4158
10010100,lon,-89.0922
100101000,lat,38.7667
1001010000,lon,-90.2667
1001010001,lon,-90.1464
100101001,lat,38.7003
1001010010,lon,-88.0817
1001010011,lon,-88.1828
10010101,lon,-88.7075
100101010,lat,40.0083
1001010100,lon,-89.8744
1001010101,lon,-89.6
100101011,lat,40.0397
1001010110,lon,-88.2778
1001010111,lon,-87.9567
1001011,lat,39.55
10010110,lon,-85.7667
100101100,lat,38.8894
1001011000,lon,-86.5
1001011001,lon,-86.2294
100101101,lat,39.0431
1001011010,lon,-85.0761
1001011011,lon,-84.6961
10010111,lon,-85.7611
100101110,lat,40.0667
1001011100,lon,-86.2808
1001011101,lon,-86.6661
100101111,lat,40.1
1001011110,lon,-84.9208
1001011111,lon,-85.1667
10011,lat,38.6833
100110,lon,-81.3167
1001100,lat,36.8628
10011000,lon,-82.6658
100110000,lat,36.0703
1001100000,lon,-83.4886
1001100001,lon,-83.4739
100110001,lat,36.1472
1001100010,lon,-81.7833
1001100011,lon,-81.9136
10011001,lon,-82.5
100110010,lat,37.8667
1001100100,lon,-83.4706
1001100101,lon,-83.0183
100110011,lat,37.86
1001100110,lon,-81.6333
1001100111,lon,-81.8667
1001101,lat,37.3167
10011010,lon,-80.2222
100110100,lat,36.4819
1001101000,lon,-81.0931
1001101001,lon,-80.7131
100110101,lat,36.2119
1001101010,lon,-79.4769
1001101011,lon,-79.6947
10011011,lon,-80.1336
100110110,lat,37.8325
1001101100,lon,-80.8833
1001101101,lon,-80.6333
100110111,lat,37.8814
1001101110,lon,-79.5233
1001101111,lon,-79.6586
100111,lon,-81.3
1001110,lat,39.8167
10011100,lon,-82.8872
100111000,lat,39.3542
1001110000,lon,-83.4833
1001110001,lon,-83.9
100111001,lat,39.2753
1001110010,lon,-82.1822
1001110011,lon,-82.0581
10011101,lon,-82.9433
100111010,lat,40.2411
1001110100,lon,-83.5097
1001110101,lon,-83.7747
100111011,lat,40.1
1001110110,lon,-82.0167
1001110111,lon,-82.1
1001111,lat,39.66
10011110,lon,-79.95
100111100,lat,39.2189
1001111000,lon,-80.55
1001111001,lon,-80.3522
100111101,lat,39.3333
1001111010,lon,-79.4167
1001111011,lon,-79.3667
10011111,lon,-79.9167
100111110,lat,40.2686
1001111100,lon,-80.7667
1001111101,lon,-80.6275
100111111,lat,40.1692
1001111110,lon,-79.5964
1001111111,lon,-79.4503
101,lat,17.3833
1010,lon,139.5356
10100,lat,-22.2562
101000,lon,117.3797
1010000,lat,-32.0486
10100000,lon,77.5
101000000,lat,-36.567
1010000000,lon,-62.167
1010000001,lon,-58.033
101000001,lat,-33.5719
1010000010,lon,115.6658
1010000011,lon,116.0594
10100001,lon,114.5778
101000010,lat,-27.55
1010000100,lon,17.6
1010000101,lon,29.1
101000011,lat,-30.8917
1010000110,lon,116.0506
1010000111,lon,115.5394
1010001,lat,-32.9869
10100010,lon,137.5328
101000100,lat,-33.8878
1010001000,lon,135.8511
1010001001,lon,121.8275
101000101,lat,-34.8533
1010001010,lon,138.6216
1010001011,lon,138.6222
10100011,lon,128.1092
101000110,lat,-30.8081
1010001100,lon,118.3956
1010001101,lon,120.0931
101000111,lat,-30.066
1010001110,lon,135.15
1010001111,lon,133.8683
101001,lon,80.8
1010010,lat,6.93
10100100,lon,18.117
101001000,lat,0.83
1010010000,lon,11.53
1010010001,lon,-3.93
101001001,lat,-17.817
1010010010,lon,30.867
1010010011,lon,32.217
10100101,lon,7.967
101001010,lat,11.43
1010010100,lon,-9.17
1010010101,lon,-3.0
101001011,lat,11.6
1010010110,lon,38.483
1010010111,lon,28.433
1010011,lat,-12.4227
10100110,lon,128.1
101001100,lat,-20.3139
1010011000,lon,117.1456
1010011001,lon,123.8217
101001101,lat,-16.2636
1010011010,lon,134.1833
1010011011,lon,131.2333
10100111,lon,102.833
101001110,lat,12.6
1010011100,lon,99.183
1010011101,lon,100.6167
101001111,lat,7.0333
1010011110,lon,130.6758
1010011111,lon,120.55
10101,lat,-33.535
101010,lon,146.55
1010100,lat,-37.583
10101000,lon,145.0333
101010000,lat,-38.0737
1010100000,lon,143.5127
1010100001,lon,144.1303
101010001,lat,-40.9972
1010100010,lon,146.0461
1010100011,lon,145.35
10101001,lon,143.5533
101010010,lat,-36.3347
1010100100,lon,141.2657
1010100101,lon,141.6486
101010011,lat,-36.3613
1010100110,lon,145.1859
1010100111,lon,144.9667
1010101,lat,-36.4335
10101010,lon,147.5033
101010100,lat,-41.8983
1010101000,lon,147.1444
1010101001,lon,147.1342
101010101,lat,-40.2028
1010101010,lon,148.2794
1010101011,lon,149.2336
10101011,lon,149.7
101010110,lat,-35.1667
1010101100,lon,148.35
1010101101,lon,147.7937
101010111,lat,-33.95
1010101110,lon,150.3768
1010101111,lon,150.9318
101011,lon,149.5242
1010110,lat,-23.5267
10101100,lon,147.1524
101011000,lat,-30.0362
1010110000,lon,144.3088
1010110001,lon,144.6
101011001,lat,-31.7055
1010110010,lon,148.2333
1010110011,lon,148.1223
10101101,lon,145.3106
101011010,lat,-18.1472
1010110100,lon,143.1167
1010110101,lon,143.0686
101011011,lat,-19.2483
1010110110,lon,147.4833
1010110111,lon,145.7833
1010111,lat,-28.3395
10101110,lon,151.45
101011100,lat,-31.5086
1010111000,lon,150.6792
1010111001,lon,150.5754
101011101,lat,-30.3442
1010111010,lon,151.7985
1010111011,lon,153.0297
10101111,lon,152.555
101011110,lat,-25.2361
1010111100,lon,151.6333
1010111101,lon,151.1247
101011111,lat,-26.3919
1010111110,lon,153.0389
1010111111,lon,158.2167
1011,lon,-66.6747
10110,lat,38.9833
101100,lon,-77.0333
1011000,lat,36.6
10110000,lon,-77.9667
101100000,lat,35.5333
1011000000,lon,-78.3458
1011000001,lon,-78.6108
101100001,lat,35.2975
1011000010,lon,-77.5722
1011000011,lon,-77.6
10110001,lon,-77.8167
101100010,lat,38.0111
1011000100,lon,-78.3011
1011000101,lon,-78.4167
101100011,lat,38.2875
1011000110,lon,-77.4042
1011000111,lon,-77.4333
1011001,lat,37.55
10110010,lon,-76.2108
101100100,lat,35.9167
1011001000,lon,-76.6606
1011001001,lon,-76.5542
101100101,lat,18.4981
1011001010,lon,-67.0722
1011001011,lon,-75.9872
10110011,lon,-76.1333
101100110,lat,38.6517
1011001100,lon,-76.6992
1011001101,lon,-76.85
101100111,lat,38.4667
1011001110,lon,-75.5833
1011001111,lon,-75.8
101101,lon,-76.0667
1011010,lat,39.65
10110100,lon,-77.3333
101101000,lat,39.4
1011010000,lon,-78.05
1011010001,lon,-77.9167
101101001,lat,39.2814
1011010010,lon,-76.9286
1011010011,lon,-76.6333
10110101,lon,-77.25
101101010,lat,40.0417
1011010100,lon,-77.9
1011010101,lon,-78.0753
101101011,lat,40.1139
1011010110,lon,-76.8028
1011010111,lon,-76.7
1011011,lat,40.1197
10110110,lon,-75.1833
101101100,lat,39.75
1011011000,lon,-75.6333
1011011001,lon,-75.55
101101101,lat,39.65
1011011010,lon,-74.8289
1011011011,lon,-74.9697
10110111,lon,-74.6694
101101110,lat,40.3667
1011011100,lon,-75.1333
1011011101,lon,-75.4
101101111,lat,40.6036
1011011110,lon,-74.4333
1011011111,lon,-74.1167
10111,lat,34.683
101110,lon,103.567
1011100,lat,23.467
10111000,lon,-64.9
101110000,lat,18.25
1011100000,lon,-66.1658
1011100001,lon,-66.0667
101110001,lat,19.533
1011100010,lon,73.85
1011100011,lon,72.633
10111001,lon,55.517
101110010,lat,29.2
1011100100,lon,-16.2553
1011100101,lon,34.7831
101110011,lat,29.25
1011101,lat,30.733
10111010,lon,114.05
101110100,lat,25.333
101110101,lat,26.2
10111011,lon,130.75
101110110,lat,32.732
101110111,lat,33.95
101111,lon,77.267
1011110,lat,38.433
10111100,lon,14.4831
101111000,lat,37.1367
101111001,lat,37.4
10111101,lon,4.2156
101111010,lat,39.8544
101111011,lat,39.6167
1011111,lat,36.6
10111110,lon,136.15
101111100,lat,35.27
101111101,lat,35.5
10111111,lon,117.533
101111110,lat,38.63
101111111,lat,37.9167
11,lon,-69.9
110,lat,43.4719
1100,lon,-79.27
11000,lat,42.05
110000,lon,-84.7667
1100000,lat,41.4931
11000000,lon,-87.9333
110000000,lat,41.1739
110000001,lat,41.0664
11000001,lon,-87.7667
110000010,lat,41.8
110000011,lat,41.7
1100001,lat,41.3214
11000010,lon,-82.2167
110000100,lat,41.0167
110000101,lat,41.0375
11000011,lon,-82.7167
110000110,lat,41.5725
110000111,lat,41.6281
110001,lon,-84.6333
1100010,lat,42.7981
11000100,lon,-88.2861
110001000,lat,42.4
110001001,lat,42.3842
11000101,lon,-88.5497
110001010,lat,43.1
110001011,lat,43.1
1100011,lat,42.93
11000110,lon,-82.85
110001100,lat,42.3264
110001101,lat,42.6
11000111,lon,-80.78
110001110,lat,43.0581
110001111,lat,43.18
11001,lat,42.15
110010,lon,-74.05
1100100,lat,41.3667
11001000,lon,-75.7278
110010000,lat,41.0167
110010001,lat,41.0089
11001001,lon,-76.8464
110010010,lat,41.8333
110010011,lat,41.7394
1100101,lat,41.5833
11001010,lon,-73.1167
110010100,lat,41.1247
110010101,lat,41.35
11001011,lon,-71.7667
110010110,lat,41.85
110010111,lat,41.8333
110011,lon,-73.8167
1100110,lat,42.8167
11001100,lon,-76.4667
110011000,lat,42.5333
110011001,lat,42.4667
11001101,lon,-77.0308
110011010,lat,43.1014
110011011,lat,43.0603
1100111,lat,42.6667
11001110,lon,-71.5117
110011100,lat,42.4167
110011101,lat,42.3833
11001111,lon,-72.2003
110011110,lat,42.9667
110011111,lat,43.0167
1101,lon,-78.65
11010,lat,45.0283
110100,lon,-84.3333
1101000,lat,44.2656
11010000,lon,-88.4533
110100000,lat,43.79
110100001,lat,43.8933
11010001,lon,-88.3786
110100010,lat,44.5114
110100011,lat,44.6392
1101001,lat,43.98
11010010,lon,-80.28
110100100,lat,43.72
110100101,lat,43.75
11010011,lon,-80.42
110100110,lat,44.45
110100111,lat,44.35
110101,lon,-85.5089
1101010,lat,46.3833
11010100,lon,-88.8833
110101000,lat,45.7081
110101001,lat,45.7181
11010101,lon,-88.5467
110101010,lat,48.23
110101011,lat,47.2375
1101011,lat,46.43
11010110,lon,-83.5644
110101100,lat,45.4133
110101101,lat,45.69
11010111,lon,-81.37
110101110,lat,48.47
110101111,lat,48.05
11011,lat,45.42
110110,lon,-73.4167
1101100,lat,44.53
11011000,lon,-76.1167
110110000,lat,44.22
110110001,lat,43.9761
11011001,lon,-75.05
110110010,lat,45.0
110110011,lat,45.05
1101101,lat,44.42
11011010,lon,-71.9156
110110100,lat,43.9522
110110101,lat,43.9806
11011011,lon,-71.93
110110110,lat,44.9381
110110111,lat,44.9833
110111,lon,-72.77
1101110,lat,46.03
11011100,lon,-74.2
110111000,lat,45.62
110111001,lat,45.63
11011101,lon,-75.2
110111010,lat,47.83
110111011,lat,46.67
1101111,lat,46.73
11011110,lon,-71.52
110111100,lat,46.18
110111101,lat,46.07
11011111,lon,-71.22
110111110,lat,48.3
110111111,lat,47.57
111,lat,50.8
1110,lon,8.41
11100,lat,46.23
111000,lon,-64.03
1110000,lat,45.1333
11100000,lon,-66.9
111000000,lat,44.5833
111000001,lat,44.65
11100001,lon,-66.61
111000010,lat,45.6503
111000011,lat,45.78
1110001,lat,43.5667
11100010,lon,-2.6544
111000100,lat,42.4306
111000101,lat,41.9858
11100011,lon,-62.02
111000110,lat,45.13
111000111,lat,45.63
111001,lon,-61.13
1110010,lat,47.85
11100100,lon,-66.42
111001000,lat,47.07
111001001,lat,46.67
11100101,lon,-67.1
111001010,lat,48.4
111001011,lat,48.9
1110011,lat,48.55
11100110,lon,-53.28
111001100,lat,47.43
111001101,lat,47.57
11100111,lon,-53.88
111001110,lat,49.2
111001111,lat,49.4333
11101,lat,46.267
111010,lon,46.117
1110100,lat,44.683
11101000,lon,26.0831
111010000,lat,43.75
111010001,lat,43.533
11101001,lon,19.85
111010010,lat,45.8
111010011,lat,45.183
1110101,lat,43.233
11101010,lon,112.9
111010100,lat,41.9
111010101,lat,42.317
11101011,lon,125.217
111010110,lat,44.4
111010111,lat,44.567
111011,lon,38.517
1110110,lat,48.367
11101100,lon,14.1331
111011000,lat,47.3989
111011001,lat,47.017
11101101,lon,13.9314
111011010,lat,49.75
111011011,lat,49.8
1110111,lat,48.95
11101110,lon,84.917
111011100,lat,47.2
111011101,lat,47.6
11101111,lon,100.167
111011110,lat,49.933
111011111,lat,50.05
1111,lon,46.033
11110,lat,57.9831
111100,lon,11.9333
1111000,lat,52.7017
11110000,lon,4.9789
111100000,lat,51.88
111100001,lat,51.6581
11110001,lon,6.5731
111100010,lat,53.317
111100011,lat,54.1667
1111001,lat,54.5
11110010,lon,27.633
111100100,lat,52.25
111100101,lat,52.25
11110011,lon,24.417
111100110,lat,55.6831
111100111,lat,56.2
111101,lon,15.5892
1111010,lat,61.8628
11110100,lon,8.1792
111101000,lat,59.3
111101001,lat,59.3867
11110101,lon,6.5392
111101010,lat,65.2667
111101011,lat,63.7003
1111011,lat,65.0072
11110110,lon,30.517
111101100,lat,59.517
111101101,lat,61.083
11110111,lon,27.8294
111101110,lat,69.2469
111101111,lat,68.0
11111,lat,56.833
111110,lon,96.967
1111100,lat,54.2
11111000,lon,68.1
111110000,lat,52.95
111110001,lat,52.867
11111001,lon,67.3
111110010,lat,55.7
111110011,lat,55.3
1111101,lat,53.15
11111010,lon,128.65
111110100,lat,51.867
111110101,lat,52.283
11111011,lon,118.717
111110111,lat,54.733
111111,lon,96.583
1111110,lat,62.433
11111100,lon,65.433
111111000,lat,58.567
111111001,lat,59.6
11111101,lon,66.05
111111010,lat,65.967
111111011,lat,67.433
1111111,lat,62.833
11111110,lon,129.717
111111100,lat,59.283
111111101,lat,59.917
11111111,lon,136.217
111111110,lat,67.55
111111111,lat,65.733
